High-yielding,Not high-yielding,sentences
1,0,"1-dimethoxyphosphorylpropan-2-one and N-diazo-4-methylbenzenesulfonamide react together in the presence of oxolane, hydride, sodium(1+) to produce 1-diazo-1-dimethoxyphosphorylpropan-2-one."
0,1,"tert-butyl N-[4-[2-[(4-methoxyphenyl)methylamino]pyrimidin-4-yl]oxynaphthalen-1-yl]carbamate reacts in the presence of 2,2,2-trifluoroacetic acid to produce 4-(4-aminonaphthalen-1-yl)oxypyrimidin-2-amine."
0,1,"ethyl 2,2-dibromoacetate and (2,3-dichloro-4,5-dihydroxyphenyl)-(2-methylpyrazol-3-yl)methanone react together in the presence of N,N-dimethylformamide, carbonate, potassium(1+) to produce ethyl 4,5-dichloro-6-(2-methylpyrazole-3-carbonyl)-1,3-benzodioxole-2-carboxylate."
0,1,"(2S)-2-(2-methylpropyl)pent-4-enoic acid and methyl 2-aminoacetate react together in the presence of [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, 4-methylmorpholine, chlorane, dichloromethane, hexafluorophosphate, oxidane to produce methyl 2-[[(2S)-2-(2-methylpropyl)pent-4-enoyl]amino]acetate."
1,0,"ethyl 2-[[4-(2-cyanophenyl)-3-nitrophenyl]methyl]-3-oxohexanoate and N-(1,4-dioxaspiro[4.5]decan-8-yl)-1H-pyrazol-5-amine react together in the presence of 2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine, N,N-diethylaniline, ethyl acetate, oxidane to produce 2-[4-[[4-(1,4-dioxaspiro[4.5]decan-8-yl)-5-oxo-7-propylpyrazolo[1,5-a]pyrimidin-6-yl]methyl]-2-nitrophenyl]benzonitrile."
1,0,"methyl 3-(4-chlorophenyl)-4-methyl-1,5-dihydropyrazole-4-carboxylate and 4-isocyanato-3,5-dimethyl-1,2-oxazole react together in the presence of N,N-diethylethanamine, chlorane, dichloromethane to produce methyl 5-(4-chlorophenyl)-2-[(3,5-dimethyl-1,2-oxazol-4-yl)carbamoyl]-4-methyl-3H-pyrazole-4-carboxylate."
1,0,"1-[6-[5-[1-(4-cyclopropylsulfonylphenyl)-2-(oxan-4-yl)ethyl]-1H-pyrrol-2-yl]pyridin-3-yl]oxypropan-2-one reacts in the presence of oxolane, ethanol, boranuide, chloride, azanium, sodium(1+) to produce 1-[6-[5-[1-(4-cyclopropylsulfonylphenyl)-2-(oxan-4-yl)ethyl]-1H-pyrrol-2-yl]pyridin-3-yl]oxypropan-2-ol."
0,1,"(5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazin-2-yl)methyl-triphenylphosphanium and 2-methyl-5-pyrrolidin-1-yl-1,2,4-triazole-3-carbaldehyde react together in the presence of chloride to produce N-cyclopropyl-5-[2-(5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazin-2-yl)ethenyl]-N,1-dimethyl-1,2,4-triazol-3-amine."
0,1,"4-bromo-5-(ethoxymethyl)-2-fluoroaniline and 3a,4,5,7a-tetrahydro-2-benzofuran-1,3-dione react together in the presence of acetic acid to produce 2-[4-bromo-5-(ethoxymethyl)-2-fluorophenyl]-4,5,6,7-tetrahydroisoindole-1,3-dione."
1,0,"methyl 3-(5-bromo-2-nitroanilino)propanoate reacts in the presence of ethanol, chloride, iron, azanium to produce methyl 3-(2-amino-5-bromoanilino)propanoate."
1,0,"3-ethoxy-3-oxopropanoic acid and 3,4,6-trifluoro-2-methylbenzoyl chloride react together in the presence of oxolane, chlorane, lithium;butane, 2-pyridin-2-ylpyridine to produce ethyl 3,4-dioxo-4-(3,4,6-trifluoro-2-methylphenyl)butanoate."
1,0,"N,N-dimethylformamide and tert-butyl N-[4-(3-bromophenyl)sulfonyl-5-methylsulfanylthiophene-2-carboximidoyl]carbamate react together in the presence of oxolane, magnesium;propane;chloride, lithium;butane to produce tert-butyl N-[4-(3-formylphenyl)sulfonyl-5-methylsulfanylthiophene-2-carboximidoyl]carbamate."
0,1,"2-methyl-6-nitro-2-(piperazin-1-ylmethyl)-3H-imidazo[2,1-b][1,3]oxazole and 2-(4-methylphenyl)acetic acid react together in the presence of N,N-diethylethanamine, ethyl acetate, N,N-dimethylformamide, chlorane to produce 1-[4-[(2-methyl-6-nitro-3H-imidazo[2,1-b][1,3]oxazol-2-yl)methyl]piperazin-1-yl]-2-(4-methylphenyl)ethanone."
0,1,"4-(5-methyl-1-oxo-2H-isoquinolin-3-yl)benzonitrile and oxidane react together in the presence of chlorane, sodium(1+) to produce 4-(5-methyl-1-oxo-2H-isoquinolin-3-yl)benzoic acid."
0,1,"(4-tert-butylphenyl)boronic acid and 6-chloro-N-[6-(2-methylpyrrolidin-1-yl)pyridin-2-yl]imidazo[1,2-b]pyridazin-8-amine react together in the presence of 1,4-dioxane, dicyclohexyl-[2-[2,4,6-tri(propan-2-yl)phenyl]phenyl]phosphane, oxidane, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, sodium(1+), palladium to produce 6-(4-tert-butylphenyl)-N-[6-(2-methylpyrrolidin-1-yl)pyridin-2-yl]imidazo[1,2-b]pyridazin-8-amine."
0,1,"5-azaspiro[2.4]heptan-7-ol and 3-bromopropan-1-ol react together in the presence of oxolane, N,N-diethylethanamine to produce 5-(3-hydroxypropyl)-5-azaspiro[2.4]heptan-7-ol."
0,1,"N-methylmethanamine and (2S)-5-methoxy-2-methyl-6-nitro-2,3-dihydro-1H-indole react together in the presence of oxolane, chlorane, carbonate, potassium(1+) to produce 2-(dimethylamino)-1-[(2S)-5-methoxy-2-methyl-6-nitro-2,3-dihydroindol-1-yl]ethanone."
0,1,"3-(6-chloroimidazo[1,2-b]pyridazin-3-yl)benzonitrile and 4-aminocyclohexan-1-ol react together in the presence of 1-methylpyrrolidin-2-one, chlorane, hydrogen carbonate, sodium(1+) to produce 3-[6-[(4-hydroxycyclohexyl)amino]imidazo[1,2-b]pyridazin-3-yl]benzonitrile."
1,0,"pyridin-4-amine and benzoyl chloride react together in the presence of N,N-diethylethanamine, dichloromethane to produce benzamide."
1,0,"N-[[4-(hydrazinecarbonyl)phenyl]methyl]-3-nitrobenzamide and 5-iodo-1H-indole-2,3-dione react together in the presence of acetic acid to produce N-[[4-[(2-hydroxy-5-iodo-1H-indol-3-yl)iminocarbamoyl]phenyl]methyl]-3-nitrobenzamide."
1,0,"acetyl acetate and 1-[10-chloro-1-(3,5-dichloropyridin-2-yl)-2,3,4,5-tetrahydro-[1,3]diazepino[1,2-a]benzimidazol-7-yl]propan-1-ol react together in the presence of pyridine to produce 1-[10-chloro-1-(3,5-dichloropyridin-2-yl)-2,3,4,5-tetrahydro-[1,3]diazepino[1,2-a]benzimidazol-7-yl]propyl acetate."
0,1,"5-[(E)-2-(4-fluorophenyl)ethenyl]-2-(4-fluorophenyl)sulfonylpyridine reacts in the presence of acetic acid, ethyl acetate, molecular hydrogen, palladium to produce 5-[2-(4-fluorophenyl)ethyl]-2-(4-fluorophenyl)sulfonylpyridine."
0,1,"benzyl (2R)-4-[(2S)-1-methoxy-1,4-dioxobutan-2-yl]-2-methyl-5-oxo-1,4-diazepane-1-carboxylate and (8S)-6-azaspiro[2.5]octan-8-ol react together in the presence of chlorane to produce benzyl (2R)-4-[(2S)-4-[(8S)-8-hydroxy-6-azaspiro[2.5]octan-6-yl]-1-methoxy-1-oxobutan-2-yl]-2-methyl-5-oxo-1,4-diazepane-1-carboxylate."
1,0,"2-[4-(5-amino-1-methyl-6-oxopyridin-3-yl)-3-(hydroxymethyl)pyridin-2-yl]-6-tert-butyl-8-fluorophthalazin-1-one and (1S,2S)-2-fluorocyclopropane-1-carboxylic acid react together in the presence of N-ethyl-N-propan-2-ylpropan-2-amine, [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, N,N-dimethylformamide, hexafluorophosphate to produce (1S,2S)-N-[5-[2-(6-tert-butyl-8-fluoro-1-oxophthalazin-2-yl)-3-(hydroxymethyl)pyridin-4-yl]-1-methyl-2-oxopyridin-3-yl]-2-fluorocyclopropane-1-carboxamide."
0,1,"2-methoxyethyl N-[2-(chloromethyl)-3-methylphenyl]carbamate and 3-(hydroxymethyl)-2-methylimidazo[1,2-a]pyridin-8-ol react together in the presence of propan-2-one, carbonate, iodide, sodium(1+) to produce 2-methoxyethyl N-[2-[[3-(hydroxymethyl)-2-methylimidazo[1,2-a]pyridin-8-yl]oxymethyl]-3-methylphenyl]carbamate."
1,0,"tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and 2-amino-2-methylpropanoic acid react together in the presence of N,N-diethylethanamine, methanol, sodium(1+), hydroxide to produce 2-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoic acid."
0,1,"N,N-dimethyl-2-phenylacetamide and chloro(trimethyl)silane react together in the presence of N-propan-2-ylpropan-2-amine, ethoxyethane, lithium;carbanide to produce N,N-dimethyl-2-phenyl-1-trimethylsilyloxyethenamine."
1,0,"2-bromo-N-tert-butyl-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide and trimethyl-[2-[[7-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)indazol-1-yl]methoxy]ethyl]silane react together in the presence of 1,4-dioxane, dicyclohexyl-[2-[2,4,6-tri(propan-2-yl)phenyl]phenyl]phosphane, oxidane, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, sodium(1+), palladium to produce N-tert-butyl-2-[1-(2-trimethylsilylethoxymethyl)indazol-7-yl]-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide."
1,0,"2-amino-N-(2-benzoylphenyl)acetamide and 1-chloro-3-isocyanatobenzene react together in the presence of bromane, oxolane, N,N-diethylethanamine, chlorane, oxidane to produce N-(2-benzoylphenyl)-2-[(3-chlorophenyl)carbamoylamino]acetamide."
0,1,"methyl carbonochloridate and 3-(4-aminophenyl)-4,5-dihydro-1H-pyridazin-6-one react together in the presence of toluene to produce methyl N-[4-(6-oxo-4,5-dihydro-1H-pyridazin-3-yl)phenyl]carbamate."
1,0,"tert-butyl N-(2-nitro-4-thiophen-2-ylphenyl)carbamate reacts in the presence of ethyl acetate, molecular hydrogen, palladium to produce tert-butyl N-(2-amino-4-thiophen-2-ylphenyl)carbamate."
0,1,"2-[6-(1-benzothiophen-2-yl)-1-bromonaphthalen-2-yl]oxyacetonitrile and 2-phenylacetyl chloride react together in the presence of chloroform, tetrachlorostannane to produce 2-[1-bromo-6-[3-(2-phenylacetyl)-1-benzothiophen-2-yl]naphthalen-2-yl]oxyacetonitrile."
0,1,"tert-butyl 2-(4-bromoanilino)acetate and methanesulfonyl chloride react together in the presence of N,N-diethylethanamine, N,N-dimethylpyridin-4-amine, dichloromethane to produce tert-butyl 2-(4-bromo-N-methylsulfonylanilino)acetate."
1,0,"1-chloroprop-2-enylbenzene and bromoethane react together in the presence of 1-methylpyrrolidin-2-one, oxidane, bromide, sodium(1+) to produce 1-bromoprop-2-enylbenzene."
0,1,"ethyl 2-morpholin-4-yl-4-nitrobenzoate and 1-(2,4-dimethylphenyl)piperazine react together in the presence of ethanol, 4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmorpholin-4-ium, chlorane, oxidane, chloride, sodium(1+), hydroxide to produce [4-(2,4-dimethylphenyl)piperazin-1-yl]-(2-morpholin-4-yl-4-nitrophenyl)methanone."
1,0,"molecular bromine and 2,6-dinitroaniline react together in the presence of acetic acid to produce 4-bromo-2,6-dinitroaniline."
0,1,"[4-[(2S,3R)-3-[tert-butyl(dimethyl)silyl]oxy-5-pyridin-3-ylpentan-2-yl]oxyphenyl]boronic acid and 1-bromo-2,4-dichlorobenzene react together in the presence of ethanol, toluene, carbonate, sodium(1+), palladium;triphenylphosphanium to produce (3R,4S)-4-[4-(2,4-dichlorophenyl)phenoxy]-1-pyridin-3-ylpentan-3-ol."
1,0,"(4S)-6-chloro-4-[(2-methylpropan-2-yl)oxycarbonylamino]-3,4-dihydro-2H-thiochromene-7-carboxylic acid and 1-tritylpyrazolo[3,4-b]pyridin-4-amine react together in the presence of 2-chloro-1-methylpyridin-1-ium, iodide to produce tert-butyl N-[(4S)-6-chloro-7-[(1-tritylpyrazolo[3,4-b]pyridin-4-yl)carbamoyl]-3,4-dihydro-2H-thiochromen-4-yl]carbamate."
0,1,"urea and 4-iodo-2-benzofuran-1,3-dione react together in the presence of 1,2-xylene to produce 4-iodoisoindole-1,3-dione."
1,0,"N,N-diethylethanamine and (2R,6S)-N-(5-fluoropyridin-2-yl)-2,6-dimethylpiperidine-1-carbohydrazide react together in the presence of oxolane, 1,1,1,2,2,2-hexachloroethane, triphenylphosphane to produce 3-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-6-fluoro-[1,2,4]triazolo[4,3-a]pyridine."
0,1,"2,5-dichloro-4-hydroxybenzenesulfonyl chloride reacts in the presence of toluene, sulfuric acid, zinc to produce 2,5-dichloro-4-sulfanylphenol."
0,1,"1,3-dichloro-5-(3,3,3-trifluoroprop-1-en-2-yl)benzene and 4-bromo-N-hydroxy-2,1,3-benzothiadiazole-7-carboximidoyl chloride react together in the presence of propan-2-ol, hydrogen carbonate, sodium(1+) to produce 3-(4-bromo-2,1,3-benzothiadiazol-7-yl)-5-(3,5-dichlorophenyl)-5-(trifluoromethyl)-4H-1,2-oxazole."
0,1,"5-chloro-2-(chloromethyl)-3-(2-methoxyphenyl)quinazolin-4-one and 4-amino-8H-pyrido[2,3-d]pyrimidin-5-one react together in the presence of N,N-dimethylformamide, carbonate, cesium(1+) to produce 4-amino-8-[[5-chloro-3-(2-methoxyphenyl)-4-oxoquinazolin-2-yl]methyl]pyrido[2,3-d]pyrimidin-5-one."
1,0,2-(4-bromophenyl)acetic acid and thionyl dichloride react together in the presence of toluene to produce 2-(4-bromophenyl)acetyl chloride.
1,0,"6-formyl-5-methoxycarbonyl-2-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid and hydroxylamine react together in the presence of acetic acid, acetyl acetate, acetate, ethyl acetate, sulfuric acid, sodium(1+) to produce 6-cyano-5-methoxycarbonyl-2-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid."
0,1,"2,5-dibromo-3-methoxypyridine and toluene react together in the presence of ethyl acetate, oxidane, phosphate, chloride, potassium(1+), sodium(1+) to produce 5-bromo-2-cyclopropyl-3-methoxypyridine."
0,1,"N-[4-bromo-2-(trifluoromethyl)phenyl]-5-fluoro-3-methyl-1-benzothiophene-2-sulfonamide and pyrimidin-5-ylboronic acid react together in the presence of ethanol, 1,2-dimethoxyethane, carbonate, sodium(1+), palladium;triphenylphosphanium to produce 5-fluoro-3-methyl-N-[4-pyrimidin-5-yl-2-(trifluoromethyl)phenyl]-1-benzothiophene-2-sulfonamide."
1,0,"2-(furan-2-yl)-4-[[2-methoxy-4-[[4-[(E)-2-methylsulfinylethenyl]-1-phenylpyrazol-3-yl]oxymethyl]phenoxy]methyl]-5-methyl-1,3-oxazole and 3-chlorobenzenecarboperoxoic acid react together in the presence of oxolane, sulfite, sodium(1+) to produce 2-(furan-2-yl)-4-[[2-methoxy-4-[[4-[(E)-2-methylsulfonylethenyl]-1-phenylpyrazol-3-yl]oxymethyl]phenoxy]methyl]-5-methyl-1,3-oxazole."
0,1,"(5-chloro-2-methoxyphenyl)boronic acid and 6-chloro-2-N-(4-chlorophenyl)pyrimidine-2,4-diamine react together in the presence of acetate, ethoxyethane, toluene, phosphate, potassium(1+), palladium(2+), dicyclohexyl-(2-phenylphenyl)phosphane to produce 6-(5-chloro-2-methoxyphenyl)-2-N-(4-chlorophenyl)pyrimidine-2,4-diamine."
1,0,"2-methyl-N-[3-[2-methyl-1-(oxan-2-yloxy)propan-2-yl]-1,2-oxazol-5-yl]-2-(oxan-4-ylsulfonyl)propanamide reacts in the presence of ethanol, chlorane to produce N-[3-(1-hydroxy-2-methylpropan-2-yl)-1,2-oxazol-5-yl]-2-methyl-2-(oxan-4-ylsulfonyl)propanamide."
0,1,"N-(azetidin-3-yl)-4-[(9-cyclopentyl-7,7-difluoro-5-methyl-6-oxo-8H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-2-fluoro-5-methoxybenzamide and methanesulfonyl chloride react together in the presence of N-ethyl-N-propan-2-ylpropan-2-amine, dichloromethane to produce 4-[(9-cyclopentyl-7,7-difluoro-5-methyl-6-oxo-8H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylsulfonylazetidin-3-yl)benzamide."
1,0,"4-chloro-6-(4-methylphenyl)-5-phenylmethoxypyrimidine and 4-amino-2-fluorobenzonitrile react together in the presence of N,N-dimethylformamide, hydride, sodium(1+) to produce 2-fluoro-4-[[6-(4-methylphenyl)-5-phenylmethoxypyrimidin-4-yl]amino]benzonitrile."
0,1,"4-cyclobutyl-2-methyl-1,3-thiazole and 3-(bromomethyl)benzonitrile react together in the presence of oxolane, 2-methylpropan-2-olate, chloride, potassium(1+), lithium;butane, azanium to produce 3-[2-(4-cyclobutyl-1,3-thiazol-2-yl)ethyl]benzonitrile."
0,1,"tert-butyl 4-[4-[3-[(2,6-difluorophenyl)sulfonylamino]-2-fluorophenyl]-5-(2-methylpyrimidin-4-yl)-1,3-thiazol-2-yl]-4-methylpiperidine-1-carboxylate reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 2,6-difluoro-N-[2-fluoro-3-[2-(4-methylpiperidin-4-yl)-5-(2-methylpyrimidin-4-yl)-1,3-thiazol-4-yl]phenyl]benzenesulfonamide."
0,1,"N-ethylethanamine and tert-butyl 5-formyl-2-(7-hydroxy-6-methoxy-3-oxo-1,2-dihydroisoindol-4-yl)indole-1-carboxylate react together in the presence of acetonitrile, acetic acid, triacetyloxyboranuide, sodium(1+) to produce tert-butyl 5-(diethylaminomethyl)-2-(7-hydroxy-6-methoxy-3-oxo-1,2-dihydroisoindol-4-yl)indole-1-carboxylate."
1,0,"N,N,N',N'-tetramethyl-1-[(2-methylpropan-2-yl)oxy]methanediamine and 5-chloro-2-methyl-6-methylsulfanyl-3-nitropyridine react together to produce 2-(5-chloro-6-methylsulfanyl-3-nitropyridin-2-yl)-N,N-dimethylethenamine."
1,0,"1-cyclohexyl-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-ol and hydrogen carbonate react together in the presence of acetyl acetate, sodium(1+) to produce [1-cyclohexyl-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-yl] acetate."
0,1,"oxolane and tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate react together in the presence of ethyl acetate, N,N-dimethylpyridin-2-amine to produce 3-[(3-oxo-3-phenylpropyl)amino]-6-(trifluoromethyl)-1H-indole-2-carboxylic acid."
0,1,"[(1S,3S,7S,8S,8aR)-3-[tert-butyl(dimethyl)silyl]oxy-8-[2-[(2R,4R)-4-[tert-butyl(dimethyl)silyl]oxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2-(2-acetylphenoxy)butanoate reacts in the presence of oxolane, tetrabutylazanium, fluoride to produce [(1S,3S,7S,8S,8aR)-3-hydroxy-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2-(2-acetylphenoxy)butanoate."
0,1,"4-amino-3-hydroxybenzonitrile and 1-chloro-2-(isocyanatomethyl)benzene react together in the presence of N,N-dimethylformamide to produce 1-[(2-chlorophenyl)methyl]-3-(4-cyano-2-hydroxyphenyl)urea."
1,0,"4-bromo-2-fluorobenzaldehyde reacts in the presence of methanol, oxidane, boranuide, sodium(1+) to produce (4-bromo-2-fluorophenyl)methanol."
1,0,"formaldehyde and 6-methoxy-1,1-dioxo-4-propan-2-yl-1,2-benzothiazol-3-one react together in the presence of chloro(trimethyl)silane, 1,2-dichloroethane, oxidane to produce 2-(chloromethyl)-6-methoxy-1,1-dioxo-4-propan-2-yl-1,2-benzothiazol-3-one."
1,0,"tert-butyl N-methyl-N-[4-[4-[methyl(prop-2-enyl)amino]butoxy]cyclohexyl]carbamate reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce N-methyl-4-[4-[methyl(prop-2-enyl)amino]butoxy]cyclohexan-1-amine."
1,0,"bromomethylbenzene and 3-hydroxy-2,2-dimethylpropanenitrile react together in the presence of hexane, N,N-dimethylformamide, oxidane, hydride, sodium(1+) to produce 2,2-dimethyl-3-phenylmethoxypropanenitrile."
0,1,"5-bromo-1,3-dihydropyrrolo[2,3-b]pyridin-2-one and phenylboronic acid react together in the presence of ethanol, ethoxyethane, toluene, chloroform, dichloropalladium;triphenylphosphanium, carbonate, chloride, lithium(1+), sodium(1+) to produce 5-phenyl-1,3-dihydropyrrolo[2,3-b]pyridin-2-one."
1,0,"[(1S,4R)-4-[tert-butyl(dimethyl)silyl]oxycyclohex-2-en-1-yl] acetate and 3-[(2,4-dimethoxyphenyl)methyl]-5-(1H-indol-3-yl)-1-(1-methylindol-3-yl)-2-oxoimidazole-4-carbonitrile react together in the presence of N,N-dimethylformamide, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, chloride, hydride, lithium(1+), palladium, triphenylphosphane to produce 5-[1-[(1S,4R)-4-[tert-butyl(dimethyl)silyl]oxycyclohex-2-en-1-yl]indol-3-yl]-3-[(2,4-dimethoxyphenyl)methyl]-1-(1-methylindol-3-yl)-2-oxoimidazole-4-carbonitrile."
0,1,ethanamine and 4-bromothiophene-3-carboxylic acid react together in the presence of oxidane to produce 4-bromo-N-ethylthiophene-3-carboxamide.
0,1,methyl 3-[4-(3-bromo-5-ethylphenoxy)-2-methylphenyl]propanoate and 4-chloro-2-phenoxyphenol react together to produce 3-[4-[3-(4-chloro-2-phenoxyphenoxy)-5-ethylphenoxy]-2-methylphenyl]propanoic acid.
1,0,"1-O-tert-butyl 5-O-methyl 4-(trifluoromethylsulfonyloxy)-3,6-dihydro-2H-pyridine-1,5-dicarboxylate and 5-bromo-2-[2-(2,6-dichloro-4-methylphenoxy)ethoxy]pyridine react together in the presence of oxolane, chloride, lithium;butane, azanium, zinc(2+), palladium;triphenylphosphanium to produce 1-O-tert-butyl 5-O-methyl 4-[6-[2-(2,6-dichloro-4-methylphenoxy)ethoxy]pyridin-3-yl]-3,6-dihydro-2H-pyridine-1,5-dicarboxylate."
1,0,"N-(1,3-benzodioxol-5-ylmethyl)-5-methyl-4-nitrothiophene-2-carboxamide reacts in the presence of methanol, nickel to produce 4-amino-N-(1,3-benzodioxol-5-ylmethyl)-5-methylthiophene-2-carboxamide."
1,0,"Iodine chloride and 6-chloro-2-phenylimidazo[1,2-b]pyridazine react together in the presence of chloroform, dioxido-oxo-sulfanylidene-lambda6-sulfane, sodium(1+) to produce 6-chloro-3-iodo-2-phenylimidazo[1,2-b]pyridazine."
0,1,"formaldehyde and ethyl 5-[4-(5-aminopyridin-3-yl)-7-ethyl-2-methylpyrrolo[1,2-b]pyridazin-3-yl]pentanoate react together in the presence of acetonitrile, acetic acid, methanol, hydrogen carbonate, sodium(1+) to produce ethyl 5-[4-[5-(dimethylamino)pyridin-3-yl]-7-ethyl-2-methylpyrrolo[1,2-b]pyridazin-3-yl]pentanoate."
1,0,"4-tert-butylphenol and 5,12,20-tribromo-16-[2,6-di(propan-2-yl)phenyl]-16-azahexacyclo[12.6.2.12,6.011,21.018,22.010,23]tricosa-1(20),2(23),3,5,7,9,11,13,18,21-decaene-15,17-dione react together in the presence of 1-methylpyrrolidin-2-one, chlorane, potassium(1+) to produce 5,12,20-tris(4-tert-butylphenoxy)-16-[2,6-di(propan-2-yl)phenyl]-16-azahexacyclo[12.6.2.12,6.011,21.018,22.010,23]tricosa-1(20),2(23),3,5,7,9,11,13,18,21-decaene-15,17-dione."
0,1,"methyl (2S)-2-amino-3-methylbutanoate and (2S)-2-[4-[[4-(trifluoromethyl)-1,3-thiazol-2-yl]amino]phenyl]propanoic acid react together in the presence of chlorane to produce (2S)-3-methyl-2-[[(2S)-2-[4-[[4-(trifluoromethyl)-1,3-thiazol-2-yl]amino]phenyl]propanoyl]amino]butanoic acid."
1,0,"tert-butyl N-[2-[3-chloro-5-[(3-fluorophenyl)-[3-(tetrazol-2-yl)propyl]carbamoyl]phenoxy]ethyl]-N-pyridin-4-ylcarbamate reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 3-chloro-N-(3-fluorophenyl)-5-[2-(pyridin-4-ylamino)ethoxy]-N-[3-(tetrazol-2-yl)propyl]benzamide."
0,1,"1-bromo-4-chlorobutane and 1H-pyridine-2-thione react together in the presence of N,N-diethylethanamine, ethanol to produce 2-(4-chlorobutylsulfanyl)pyridine."
0,1,"chloro(triphenyl)silane and 1-[(2R,4S,5R)-4-fluoro-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione react together in the presence of pyridine to produce 1-[(2R,4S,5R)-4-fluoro-5-(triphenylsilyloxymethyl)oxolan-2-yl]pyrimidine-2,4-dione."
0,1,"prop-2-enyl N-[3-[2-(2-chloropyrimidin-4-yl)acetyl]-2-fluorophenyl]carbamate and oxane-4-carbothioamide react together in the presence of N,N-dimethylacetamide, oxidane, 1-bromopyrrolidine-2,5-dione to produce prop-2-enyl N-[3-[5-(2-chloropyrimidin-4-yl)-2-(oxan-4-yl)-1,3-thiazol-4-yl]-2-fluorophenyl]carbamate."
0,1,"ethyl 3-[3-(2-aminoethyl)-5-(pyridin-3-ylmethyl)phenyl]propanoate and cyclohexanesulfonyl chloride react together in the presence of N,N-diethylethanamine, N,N-dimethylpyridin-4-amine, dichloromethane to produce ethyl 3-[3-[2-(cyclohexylsulfonylamino)ethyl]-5-(pyridin-3-ylmethyl)phenyl]propanoate."
1,0,"1-chloro-4-(1-chloro-3,3-dimethylpenta-1,4-dien-2-yl)oxybenzene reacts in the presence of chlorane, formic acid to produce 1-chloro-3,3-dimethylpent-4-en-2-one."
1,0,"(2Z)-2-hydroxyimino-N-methyl-2-[2-(4-methylphenoxy)phenyl]acetamide and carbonate react together in the presence of propan-2-one, dimethyl sulfate, oxidane, potassium(1+) to produce (2Z)-2-methoxyimino-N-methyl-2-[2-(4-methylphenoxy)phenyl]acetamide."
1,0,"6-methylsulfonylpyridin-3-ol and 4-fluoro-1-nitro-2-phenylmethoxybenzene react together in the presence of N,N-dimethylformamide, carbonate, potassium(1+) to produce 2-methylsulfonyl-5-(4-nitro-3-phenylmethoxyphenoxy)pyridine."
0,1,"2-amino-9-(3-diethoxyphosphorylpropoxy)-1H-purin-6-one reacts in the presence of N,N-dimethylformamide, bromo(trimethyl)silane to produce 3-[(2-amino-6-oxo-1H-purin-9-yl)oxy]propylphosphonic acid."
0,1,"1-bromo-2-methylpropane and 4-[[2-[(2S,4S)-2-cyano-4-fluoropyrrolidin-1-yl]-2-oxoethyl]amino]bicyclo[2.2.2]octane-1-carboxylic acid react together to produce 2-methylpropyl 4-[[2-[(2S,4S)-2-cyano-4-fluoropyrrolidin-1-yl]-2-oxoethyl]amino]bicyclo[2.2.2]octane-1-carboxylate."
0,1,"2-(chloromethyl)-1,3-benzoxazole and 4-(3-imidazol-1-ylpropyl)phenol react together to produce 2-[[4-(3-imidazol-1-ylpropyl)phenoxy]methyl]-1,3-benzoxazole."
1,0,"6-chloro-2-[2-(3-chloropyridin-2-yl)-5-(trifluoromethyl)pyrazol-3-yl]-8-methyl-3,1-benzoxazin-4-one and oxetan-2-ylmethanamine react together in the presence of oxolane to produce N-[4-chloro-2-methyl-6-(oxetan-2-ylmethylcarbamoyl)phenyl]-2-(3-chloropyridin-2-yl)-5-(trifluoromethyl)pyrazole-3-carboxamide."
