reaction,High-yielding,Not high-yielding
N#CCc1cccc(Cl)c1.c1ccc(COCC[C@@H]2CO2)cc1>C1CCOC1.[Li]CCCC>N#CC(C[C@H](O)CCOCc1ccccc1)c1cccc(Cl)c1,0,1
CC(C)C(=O)OC(=O)C(C)C.COCOc1cccc(OCOC)c1>C1CCOC1.CCCCCC.[Li]CCCC>COCOc1cccc(OCOC)c1C(=O)C(C)C,0,1
N[C@H](Cc1ccccc1)C(=O)O.[Br-]>O=N[O-].O=S(=O)(O)O.[K+].[Na+]>O=C(O)CCc1ccccc1Br,0,1
Cc1cc(N)n(-c2ccccc2)n1.O=C(O)c1cccnc1Cl>CC(=O)[O-].CCOC(C)=O.CN(C)C=O.Cl.O.O=C([O-])[O-].[Cu+2].[K+]>Cc1cc(Nc2ncccc2C(=O)O)n(-c2ccccc2)n1,0,1
CCOC(=O)CCCCCCC(=O)c1ccccc1.Cc1oc(-c2ccccc2)nc1COc1ccc(CON)cc1>CC(=O)O.CC(=O)[O-].CCCCCC.CCO.CCOC(C)=O.O.[Na+]>CCOC(=O)CCCCCC/C(=N\OCc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1)c1ccccc1,1,0
Cc1cc(=O)c(-c2ccc(Oc3ccc(Cl)cc3)cc2)c(C)o1.NO>CC(=O)[O-].CCO.Cl.O.[Na+]>Cc1cc(=O)c(-c2ccc(Oc3ccc(Cl)cc3)cc2)c(C)n1O,0,1
CS(=O)(=O)Cl.Cc1c(COC(=O)C2C(C(O)C(Cl)(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1>CCCCCC.CCN(CC)CC.CCOCC>Cc1c(COC(=O)C2C(C(OS(C)(=O)=O)C(Cl)(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,1,0
COC(=O)c1cn(C)c2cc(OC)c(C(F)(F)F)cc12>CO.O.[Na+].[OH-]>COc1cc2c(cc1C(F)(F)F)c(C(=O)O)cn2C,1,0
CCO.O=S1(=O)Nc2c(cc(Cl)c3cccnc23)-c2cc(F)ccc21>CN1CCCC1=O.[H-].[Na+]>CCOc1ccc2c(c1)-c1cc(Cl)c3cccnc3c1NS2(=O)=O,0,1
COC(=O)C(O)(C(F)(F)F)C(F)(F)F>CN1CC=C(c2cccs2)CC1.O.[BH4-].[Na+]>OCC(O)(C(F)(F)F)C(F)(F)F,0,1
COC(=O)COc1ccc(N)cc1.Clc1cccc(-c2cc(Cl)c3c(n2)CCC3)c1>CO.Cl.ClCCl>COC(=O)COc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,0,1
CC(C)(C)[Si](C)(C)Cl.O=C1C[C@H](O)CN1C(=O)OCc1ccccc1>CN(C)C=O.c1c[nH]cn1>CC(C)(C)[Si](C)(C)O[C@H]1CC(=O)N(C(=O)OCc2ccccc2)C1,1,0
CC(=O)O.CCOC(=O)C1(c2ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c3c2C#N)CCCC1=O>O.O=S(=O)(O)O>Cn1c(Nc2c(Cl)cccc2Cl)nc2ccc3c4c([nH]c(=O)c3c21)CCC4,0,1
NNC(=O)c1cccc(Oc2ccccc2)c1.O=C1Nc2ccc(I)cc2C1=O>CC(=O)O>O=C1Nc2ccc(I)cc2C1=NNC(=O)c1cccc(Oc2ccccc2)c1,1,0
C=C1[C@@H](NC(=O)C(F)(F)F)CC(O)O[C@H]1C.ClC(Cl)Cl>ClCCl.O=C(OC(=O)C(F)(F)F)C(F)(F)F>C=C1[C@@H](NC(=O)C(F)(F)F)CC(Cl)O[C@H]1C,1,0
CC(C)(C)OC(=O)N1CCNCC1.Nc1ccc(C(=O)O)cc1Cl>CCN(CC)CC.CCN=C=NCCCN(C)C.CCOC(C)=O.Cl.ClCCl.O>CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(N)c(Cl)c2)CC1,1,0
CC(C)n1nc(C(=O)N[C@H]2C[C@@H](CC#N)N(C(=O)OC(C)(C)C)C2)c2ccccc21>CO.[NH4+].[Ni].[OH-]>CC(C)n1nc(C(=O)N[C@H]2C[C@@H](CCN)N(C(=O)OC(C)(C)C)C2)c2ccccc21,0,1
C1CN(C2CC2)CCN1.O=Cc1cc2c(N3CCOCC3)nc(Cl)nc2s1>CC(=O)O[BH-](OC(C)=O)OC(C)=O.COC(OC)OC.Cl.ClCCCl.ClCCl.[Na+]>Clc1nc(N2CCOCC2)c2cc(CN3CCN(C4CC4)CC3)sc2n1,0,1
CC(C)(C)OC(=O)Cn1ccnc1C=O.NS(=O)(=O)c1ccc(CCNCc2ccc(I)cc2)cc1>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O.[Na+]>CC(C)(C)OC(=O)Cn1ccnc1CN(CCc1ccc(S(N)(=O)=O)cc1)Cc1ccc(I)cc1,1,0
CCOC(=O)CC(OCC)OCC.COCCNC(N)=S>CO.C[O-].[Na+]>COCCn1ccc(=O)[nH]c1=S,0,1
CCNCCCN.COC(=O)/C=C/c1cccc(B(O)O)c1.Clc1cncc(Cl)n1>CN(C)C=O.CO.ClCCl.O=C([O-])[O-].[Na+]>CCNCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,0,1
CCOC(=O)C(Cc1ccc(OCCNC(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1)Oc1ccccc1>[Na+].[OH-]>O=C(NCCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,1,0
Nc1ccc(C(=O)c2ccc(Cl)cc2)cc1>CCOC(C)=O.Cc1ccccc1.Cl.O>Nc1ccc(Cc2ccc(Cl)cc2)cc1,1,0
Cc1cncc(CN)n1.Cc1nc(N2CCN(CCCC(F)(F)F)C2=O)sc1C(=O)O>NCc1cncc(F)c1>Cc1cncc(CNC(=O)c2sc(N3CCN(CCCC(F)(F)F)C3=O)nc2C)n1,0,1
COc1c([N+](=O)[O-])cc(Br)c2c1C(=CC#N)CC2>C.CCN(CC)CC.CCOC(C)=O.[Pd]>COc1c(N)ccc2c1C(=CC#N)CC2,1,0
CC(C)(C)OC(=O)Nc1ccccc1NC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Clc1ncc(Br)cn1>COCCOC.O=C([O-])O.[Na+].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1>CC(C)(C)OC(=O)Nc1ccccc1NC(=O)c1ccc(-c2cnc(Cl)nc2)cc1,0,1
CN(N=C(Cl)c1c(F)cccc1Cl)S(=O)(=O)c1ccccc1.N#Cc1ccc(Cc2ccc(Cl)c(Cl)c2)c(Cl)c1>ClC(Cl)Cl.Cl[Fe](Cl)Cl>Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(Cc2ccc(Cl)c(Cl)c2)c(Cl)c1,0,1
CC(=O)C=C=O.Nc1cc(F)c(N2CCOCC2)c(F)c1>CCOC(C)=O>CC(=O)CC(=O)Nc1cc(F)c(N2CCOCC2)c(F)c1,0,1
Fc1ccc(C2CCNC2)cc1.O=C(O)c1cnoc1-c1ccc(C(F)(F)F)cc1>CC#N.CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[B-](F)(F)F.O=C(O)C(=O)O.c1ccncc1>O=C(c1cnoc1-c1ccc(C(F)(F)F)cc1)N1CCC(c2ccc(F)cc2)C1,0,1
CCCC(=O)Cl.Cn1ncc2c1Nc1cc(Cl)ccc1N(C(=O)c1ccc(CN)c(F)c1)C2>CCN(C(C)C)C(C)C.Cl.ClCCl.O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+]>CCCC(=O)NCc1ccc(C(=O)N2Cc3cnn(C)c3Nc3cc(Cl)ccc32)cc1F,0,1
CCOC(=O)C=C[C@H](C)[C@H](OCc1ccc(OC)cc1)[C@@H](C)C=C[C@H](C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](C)C=CCOC(c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](C)(C)C(C)(C)C>C1CCOC1.CO.[BH4-].[Na+]>CCOC(=O)CC[C@H](C)[C@@H](OCc1ccc(OC)cc1)[C@@H](C)C=C[C@H](C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](C)C=CCOC(c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](C)(C)C(C)(C)C,1,0
NC1CC1.c1ccc(COc2ccc(N3CCC4(CC3)CO4)cc2)cc1>CCOC(C)=O.CO>OC1(CNC2CC2)CCN(c2ccc(OCc3ccccc3)cc2)CC1,1,0
CCN=C=NCCCN(C)C.CN1CCC[C@H]1[C@@H](N)c1ccccc1.O=C(O)C1=CC=C(Cl)C(=S(=O)=O)C1>Cl.Oc1cccc2[nH]nnc12>CN1CCC[C@H]1[C@@H](NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)c1ccccc1,0,1
CC(=O)[O-].CC(=O)[O-].CCCCCCCCC(O)C[N+](=O)[O-]>CC(=O)O.[Ca+2]>CCCCCCCCC(OC(C)=O)C(=O)O,1,0
COC1=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c2)=C(C)C1=O>CO.O.O=C([O-])O.[Na+]>COC1=C(OC)C(=O)C(Cc2ccc(O)c(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c2)=C(C)C1=O,0,1
CC(C)(C)c1cc(F)c2c(=O)n(-c3nccc(Cl)c3C=O)ncc2c1.C[C@@H]1COCCN1C(=O)c1ccc(Nc2cc(B(O)O)cn(C)c2=O)nc1>CC#N.CC(=O)[O-].Cl[Pd]Cl.O.O=P([O-])([O-])[O-].[Fe+2].[K+].[Na+].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>C[C@@H]1COCCN1C(=O)c1ccc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3C=O)cn(C)c2=O)nc1,0,1
COC(=S)c1cc(C(N)=S)c(C)s1.O=C(CBr)c1cnccc1Cl>Cc1ccc(C([O-])=S)s1>COC(=S)c1cc(-c2nc(-c3cnccc3Cl)cs2)c(C)s1,1,0
O=C(Cl)CCl.O=P(O)(O)CCCNO>CC(C)=O.O.O=C([O-])O.[Na+].[OH-]>O=C(CCl)N(O)CCCP(=O)(O)O,0,1
C/C=C(\O[Si](C)(C)C)SC(C)(C)C.COC(=O)C=O>CO.Cc1ccccc1.Cl.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12>COC(=O)C(O)C(C)C(=O)SC(C)(C)C,1,0
CC(=O)Oc1cc(C(C)(C)C)c(OCc2ccccc2)cc1C(C)(C)C>CO.Cl.[K+].[OH-]>CC(C)(C)c1cc(OCc2ccccc2)c(C(C)(C)C)cc1O,1,0
COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1>CCO.Cl.[BH4-].[Na+]>COc1ccc(C(O)C(O)c2ccc(OC)cc2)cc1,1,0
CC(C)(C)OC(=O)N1CCC2(CC2)C[C@H]1C(=O)OCc1ccccc1>CO.O=S(=O)([O-])[O-].[Ba+2].[Pd]>CC(C)(C)OC(=O)N1CCC2(CC2)C[C@H]1C(=O)O,1,0
COc1ccc(C=C2NC(=O)NC2=O)cc1OCc1ccccc1>CO.[H][H].[Ni]>COc1ccc(CC2NC(=O)NC2=O)cc1OCc1ccccc1,0,1
CCCCCN.CCOC(=O)c1nnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)o1>[C-]#N.[Na+]>CCCCCNC(=O)c1nnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)o1,1,0
CC(C)c1ccc(Nc2cccc(C(=O)O)c2C(=O)O)cc1.NC1CCC(=O)NC1=O>Cl.c1ccncc1>CC(C)c1ccc(Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,1,0
CCN(C(C)C)C(C)C.CN1CCNCC1.Cc1cc(C(=O)N2Cc3ccc(C(=O)O)n3Cc3ccccc32)ccc1C1=CCCc2ccccc21.On1nnc2ccccc21>CCN=C=N.CCOC(C)=O.Cl>Cc1cc(C(=O)N2Cc3ccc(C(=O)N4CCN(C)CC4)n3Cc3ccccc32)ccc1C1=CCCc2ccccc21,1,0
CC(C)c1cc(C(C)C)c(S(=O)(=O)N=[N+]=[N-])c(C(C)C)c1.CN1N=Cc2ccccc2CC1=O>C1CCOC1.CC(=O)O.CCOC(C)=O.C[Si](C)(C)[N-][Si](C)(C)C.Cc1ccccc1.[K+]>CN1N=Cc2ccccc2C(N=[N+]=[N-])C1=O,1,0
O=C(NCc1cccnc1)c1ccccc1>CCO.Cl.[H][H].[Pd]>O=C(NCC1CCCNC1)c1ccccc1,1,0
C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](C)N1CCNC(=O)[C@@H]1CCCCN1c1nc2ccccc2o1>ClCCl.O=C(O)C(F)(F)F>C[C@H]1CNC[C@@H](C)N1CCNC(=O)[C@@H]1CCCCN1c1nc2ccccc2o1,1,0
CC(=O)NC1=NN(c2c(Cl)cc(Cl)cc2Cl)C(=O)C1Br.c1cn[nH]c1>CCOC(C)=O>CC(=O)NC1=NN(c2c(Cl)cc(Cl)cc2Cl)C(=O)C1c1cc[nH]n1,0,1
BrCc1cccnc1Br.[C-]#N>CCO.ClCCl.O.[Na+]>N#CCc1cccnc1Br,1,0
CCCc1nc(C=O)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.CCOC(C)=O>C1CCOC1>C=Cc1nc(CCC)n(Cc2ccc(-c3ccccc3-c3nnnn3C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c1CO,0,1
CCOC(=O)CNCCNC(=O)OC(C)(C)C.Cc1cn(CCC(=O)O)c(=O)[nH]c1=O>C(=NC1CCCCC1)=NC1CCCCC1.CN(C)C=O.ClCCl>CCOC(=O)CN(CCNC(=O)OC(C)(C)C)C(=O)CCn1cc(C)c(=O)[nH]c1=O,0,1
CNC(=O)COc1cccc(N)c1.Clc1nc(Cl)c2cc[nH]c2n1>CCN(C(C)C)C(C)C.CCOC(C)=O.CS(C)=O>CNC(=O)COc1cccc(Nc2nc(Cl)nc3[nH]ccc23)c1,0,1
CCc1c(C#N)c(-c2ccc(-c3ccccc3C#N)cc2)c(C(=O)N=CN(C)C)n1C.NN>CC(=O)O.O>CCc1c(C#N)c(-c2ccc(-c3ccccc3C#N)cc2)c(-c2nnc[nH]2)n1C,0,1
COc1ccc(COC(=O)C2=C(CCl)CS[C@@H]3C(NC(=O)/C(=N\OC(C)(C)C(=O)OC(C)(C)C)c4csc(NC(c5ccccc5)(c5ccccc5)c5ccccc5)n4)C(=O)N23)cc1.Sc1nc2ncccc2s1>Sc1nc2cnccc2s1>COc1ccc(COC(=O)C2=C(CSc3nc4ncccc4s3)CS[C@@H]3C(NC(=O)/C(=N\OC(C)(C)C(=O)OC(C)(C)C)c4csc(NC(c5ccccc5)(c5ccccc5)c5ccccc5)n4)C(=O)N23)cc1,0,1
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@H]12)c1ccco1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>Cl.NC(=O)OP(=O)([O-])[O-].O=S(=O)([O-])[O-].[Cl-].[Mg+2].[Mn+2]>CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0,1
NCCO.O=S1(=O)N=C(Cl)Nc2cc(Cl)sc21>>O=S1(=O)N=C(NCCO)Nc2cc(Cl)sc21,0,1
COc1ccccc1C(=O)Cl.Cc1ccc(C#N)c(N)c1>CCCCCC.CCN(CC)CC.CN(C)c1ccccn1.ClCCl.O>COc1ccccc1C(=O)Nc1cc(C)ccc1C#N,1,0
CN(C)C(=O)c1ccc(N)cc1S(=O)(=O)NC(C)(C)C.COC(=O)Cl>CC#N.CCOC(C)=O.O=C([O-])O.[Na+]>COC(=O)Nc1ccc(C(=O)N(C)C)c(S(=O)(=O)NC(C)(C)C)c1,1,0
O=c1c2c[nH]c3c(F)cccc3c-2nn1-c1ccc([N+](=O)[O-])cc1>CCO.CCOC(C)=O.Cl[Sn]Cl.O.O=C([O-])O.[Na+]>Nc1ccc(-n2nc3c4cccc(F)c4[nH]cc-3c2=O)cc1,1,0
N#CC(C#N)=NNc1ccc(I)cc1.NN>N#CCC#N.Nc1ccc(I)cc1.O>NC1=NN=C(N)C1=NNc1ccc(I)cc1,0,1
O=C(O)C=Cc1cccc(C(F)(F)F)c1>CO.[Pd]>O=C(O)CCc1cccc(C(F)(F)F)c1,1,0
N#C[O-].Nc1ccccc1C(=O)O>CC(=O)O.Cl.O.[K+].[Na+].[OH-]>Oc1nc(O)c2ccccc2n1,1,0
COC(=O)[C@H](C(C)C)N1Cc2ccc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4F)cc3)cc2C1=O>CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(NC(=O)c4ccccc4)cc3)cc2C1=O>CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4F)cc3)cc2C1=O,1,0
BrCc1ccccc1.O=C1OCC(c2ccc([N+](=O)[O-])cc2)C1CS>CCO.CCOC(C)=O.[K+].[OH-]>O=C1OCC(c2ccc([N+](=O)[O-])cc2)C1CSCc1ccccc1,0,1
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C.CCNCC>C=O.CO>C=C(P(=O)(OC(C)C)OC(C)C)P(=O)(OC(C)C)OC(C)C,0,1
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)nc2)cc1OC.OCc1ccccc1>[H-].[Na+]>COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(OCc3ccccc3)nc2)cc1OC,1,0
CC(C)(C)OC(=O)Cn1c(=O)n(Cc2nc3cc(Cl)ccc3n2CCCCF)c2cnccc21>C1CCOC1.Cl.ClCCl.O.[Li+].[OH-]>O=C(O)Cn1c(=O)n(Cc2nc3cc(Cl)ccc3n2CCCCF)c2cnccc21,1,0
Clc1cccc(Cl)c1CBr.Nc1nc2ccc(O)cc2s1>CC(=O)O.O=C([O-])O.[Na+].[OH-]>Nc1nc2ccc(OCc3c(Cl)cccc3Cl)cc2s1,0,1
N#Cc1cc(F)c(F)cc1F.OCc1ccc(Cl)c(C(F)(F)F)c1>CS(C)=O.O=C([O-])[O-].[K+]>N#Cc1cc(F)c(OCc2ccc(Cl)c(C(F)(F)F)c2)cc1F,1,0
O=C(n1ccnc1)n1ccnc1.Oc1ccc(Cl)c(Cl)c1>ClCCl>O=C(Oc1ccc(Cl)c(Cl)c1)n1ccnc1,0,1
CC(C)(C)c1cc(C(=O)Cl)n(Cc2ccccc2)n1.NCCc1c[nH]c2ccc(Cl)cc12>CCN(CC)CC.CCOC(C)=O.Cl.ClCCl>CC(C)(C)c1cc(C(=O)NCCc2c[nH]c3ccc(Cl)cc23)n(Cc2ccccc2)n1,0,1
CC(C)C(Cl)C=C(Cl)C(F)(F)F>CN(C)C=O.O.[Cl-].[Li+]>CC(C)=CC=C(Cl)C(F)(F)F,1,0
Brc1cnc2c(c1)CCN2.OB(O)c1cccnc1>C1COCCO1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.Cl[Pd]Cl.O.O=C([O-])[O-].[K+]>c1cncc(-c2cnc3c(c2)CCN3)c1,0,1
CCOC(=O)C1(C(N)=O)CN(C(=O)OC(C)(C)C)C1>C1CCOC1.O=C(OC(=O)C(F)(F)F)C(F)(F)F.c1ccncc1>CCOC(=O)C1(C#N)CN(C(=O)OC(C)(C)C)C1,1,0
Nc1cccc2ccc(OCc3ccccc3)cc12.[I-]>C1CCOC1.Cl.O.O=N[O-].[K+].[Na+]>Ic1cccc2ccc(OCc3ccccc3)cc12,0,1
O=C(O)CSc1ccc(Br)cc1>CN(C)C=O.Cl.ClCCl.O.O=S(Cl)Cl.[Al+3].[Cl-]>OC1CSc2ccc(Br)cc21,1,0
CCCc1ccc2c(c1)NCC2.COc1cc2ncnc(Cl)c2cc1OC>CC(C)O>CCCc1ccc2c(c1)N(c1ncnc3cc(OC)c(OC)cc13)CC2,0,1
Nc1cccnc1.O=C=NCCCl>>O=C(NCCCl)Nc1cccnc1,1,0
CCOC(CN)OCC.O=Cc1ccccc1>C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCOC(C)=O>CCOC(CNCc1ccccc1)OCC,0,1
CC(C)(C)OC(=O)n1ccc(N)n1.C[C@@H](COC(F)F)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)O)c1>CC(C)=C(Cl)N(C)C.CCOC(C)=O.ClCCl.O.c1ccncc1>C[C@@H](COC(F)F)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2ccn(C(=O)OC(C)(C)C)n2)c1,0,1
COc1ccc(-c2nnc(C3(c4cccs4)CCCC3)n2C)c(Cl)c1>CC[S-].CN(C)C=O.ClC(Cl)Cl.[Na+]>Cn1c(-c2ccc(O)cc2Cl)nnc1C1(c2cccs2)CCCC1,0,1
C=C(C)COc1ccc(OCc2ccccc2)cc1.O=C(OO)c1cccc(Cl)c1>ClCCl.O=S([O-])[O-].[Na+]>CC1(COc2ccc(OCc3ccccc3)cc2)CO1,1,0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(N)c1ccc(Br)cc1>>CC(NC(=O)OC(C)(C)C)c1ccc(Br)cc1,1,0
CC(=O)c1ccc(Br)nc1.c1cn[nH]c1>CN(C)C=O.O.O=C([O-])[O-].[K+]>CC(=O)c1ccc(-n2cccn2)nc1,1,0
CC(C)(C)[Si](C)(C)OCCCn1c(=O)c2c(nc(Cl)n2Cc2ccccc2)n(COCC[Si](C)(C)C)c1=O.Cl>CCO>O=c1[nH]c2nc(Cl)n(Cc3ccc(Cl)cc3)c2c(=O)n1CCCO,1,0
Nc1cccc(O)c1.O=C(O)COc1ccc(C23CC4CC(CC(C4)C2)C3)cc1>CCN(C(C)C)C(C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1>O=C(COc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)Nc1cccc(O)c1,0,1
COc1cc(-c2ccc(Cl)nn2)ccc1OC(F)F>NCc1ccccc1.O=C([O-])[O-].[K+]>COc1cc(-c2ccc(NCc3ccccc3)nn2)ccc1OC(F)F,1,0
CCCI.COc1cc(C=O)cc([N+](=O)[O-])c1O>CN(C)C=O.O.O=C([O-])[O-].[K+]>CCCOc1c(OC)cc(C=O)cc1[N+](=O)[O-],0,1
Nc1cc2oc(=O)[nH]c2cc1F.O=CCCC1CCCOC1>CC(=O)O.CO.[BH3-]C#N.[Na+]>O=c1[nH]c2cc(F)c(NCCCC3CCCOC3)cc2o1,0,1
COC(=O)c1ncc2c(ccn2Cc2ccc(F)cc2)c1O.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F>CCN(CC)CC.ClCCl>COC(=O)c1ncc2c(ccn2Cc2ccc(F)cc2)c1OS(=O)(=O)C(F)(F)F,1,0
C=C(c1cc(Cl)cc(Cl)c1)C(F)(F)F.COC(=O)c1ccc(C=NO)c2ccccc12>CCN(CC)CC.CN(C)C=O.O.O=C1CCC(=O)N1Cl>COC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)c2ccccc12,0,1
COC(=O)c1ccc(C=O)cc1.O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1>C1CCOC1.O=C(O)c1ccccc1>COC(=O)c1ccc(C=CC=O)cc1,0,1
CC(C)OC(=O)N1c2ncccc2NC(=O)C1c1ccccc1.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1>>CC(C)OC(=O)N1c2ncccc2NC(=S)C1c1ccccc1,0,1
COC(=O)c1sc(C#CC(C)(C)C)cc1N(NC(=O)C(F)(F)F)C(=O)C1CCC(C)CC1>CCOC(C)=O.Cl.[Na+].[OH-]>CC1CCC(C(=O)N(N)c2cc(C#CC(C)(C)C)sc2C(=O)O)CC1,1,0
CCCCNCCCC.O=C1c2ccccc2-n2cnc(-c3noc(CCl)n3)c2[C@@H]2CCN12>CN(C)C=O>CCCCN(CCCC)Cc1nc(-c2ncn3c2[C@@H]2CCN2C(=O)c2ccccc2-3)no1,0,1
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)Oc1ccc2ccn(CC(=O)OC(C)(C)C)c2c1>C1CCOC1.CO.Cl.[Na+].[OH-]>Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)Oc1ccc2ccn(CC(=O)O)c2c1,1,0
O=C(O)CCCCCCCCCCCCCCCO.[I-]>CCOCC.O.O=P(O)(O)O.O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3.[K+]>CCCCCCCCCCCCCCC(I)C(=O)O,0,1
CCOC(=O)c1cnc(C=C(C)C)c(C=C(C)C)c1>C1CCOC1.[Pd]>CCOC(=O)c1cnc(CC(C)C)c(CC(C)C)c1,0,1
N.O=S(=O)(Cl)c1ccc(-c2cnco2)cc1>C1CCOC1.O>NS(=O)(=O)c1ccc(-c2cnco2)cc1,1,0
C#C[Si](C)(C)C.Cn1cc(C(N)=O)c(Nc2ccc(I)cc2F)cc1=O>C1CCOC1.CN(C)C=O.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.[Cu]I>Cn1cc(C(N)=O)c(Nc2ccc(C#C[Si](C)(C)C)cc2F)cc1=O,1,0
C#C[Sn](CCCC)(CCCC)CCCC.C1CCOC1.Cc1cc(-c2ccc(Br)cc2)ccn1>ClCCl.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>C#Cc1ccc(-c2cccnc2C)cc1,0,1
CC(C)(C)OC(=O)NCCc1ccc(Br)cc1Cl.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CC(C)(C)OC(=O)NCCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1Cl,1,0
Cc1ccc(S(=O)(=O)Cl)cc1.O=Cc1cccc2cc[nH]c12>C1CCOC1.[Cl-].[H-].[NH4+].[Na+]>Cc1ccc(S(=O)(=O)n2ccc3cccc(C=O)c32)cc1,1,0
NCc1ccccc1F.O=C(O)[C@H]1CC[C@@H](Cc2nc3ccccc3[nH]2)CC1>CN(C)C=O.ClCCCl.On1nnc2cccnc21>O=C(NCc1ccccc1F)[C@H]1CC[C@@H](Cc2nc3ccccc3[nH]2)CC1,0,1
CC1(c2cc([Ge](C)(C)C)cc([Ge](C)(C)C)c2)OCCO1>CC(C)=O.Cc1ccc(S(=O)(=O)[O-])cc1.O.c1cc[nH+]cc1>CC(=O)c1cc([Ge](C)(C)C)cc([Ge](C)(C)C)c1,1,0
BrCc1ccccc1.N#CCc1ccc(O)cc1>CC(C)=O.O=C([O-])[O-].[K+]>N#CCc1ccc(OCc2ccccc2)cc1,1,0
